neighbourhood_cleansed,room_type,accommodates,bedrooms,beds,bathrooms,minimum_nights,maximum_nights,total_reviews_historicas,total_clicks_acumulados,price
berruguete,0,-0.7945562327020392,-1.4973974472280942,-0.7425711525133675,-0.4462663485364962,5.017559504518458,-0.3362150483793528,1.6094379124341003,0,4.0943445622221
vallehermoso,0,-0.7945562327020392,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,1.3121459039331747,-0.3362150483793528,2.3978952727983707,0,4.499809670330265
sol,0,-0.7945562327020392,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,-0.12220774790628951,-0.42381429920330915,5.8664680569332965,0,4.532599493153256
prosperidad,0,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.3015019543862225,1.5659401123694134,3.091042453358316,0,4.663439094112067
guindalera,0,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.2417372188929115,-0.3362150483793528,2.302585092994046,0,4.23410650459726
embajadores,0,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.3015019543862225,-0.3362150483793528,0.6931471805599453,0,4.5217885770490405
lista,0,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.3015019543862225,-0.3362150483793528,5.147494476813453,0,4.859812404361672
san diego,0,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.2417372188929115,1.5659401123694134,4.969813299576001,0,4.77912349311153
rosas,2,-0.7945562327020392,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,-0.3015019543862225,-1.1746650205515063,3.9318256327243257,0,3.6109179126442243
santa catalina,0,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.2417372188929115,-1.0244948762818669,6.366470447731438,0,4.204692619390966
centro,0,-0.7945562327020392,-0.48125855188022465,-1.3571437913508724,-0.4462663485364962,-0.3015019543862225,1.5659401123694134,3.912023005428146,0,4.804021044733257
este,0,-0.7945562327020392,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,-0.1819724833996005,-0.3362150483793528,2.302585092994046,0,4.1588830833596715
delicias,2,-0.7945562327020392,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,-0.2417372188929115,1.5659401123694134,5.187385805840755,0,3.9512437185814275
justicia,0,-0.7945562327020392,-0.48125855188022465,-0.12799851367586254,-1.1805781213064546,-0.3015019543862225,-1.212207556618916,4.700480365792417,0,4.634728988229636
bellas vistas,0,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,1.4316753749197966,-0.3362150483793528,1.0986122886681098,0,4.430816798843313
hispanoamérica,2,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,1.0223571970034204,-0.3015019543862225,1.5659401123694134,1.791759469228055,0,4.59511985013459
centro,0,-0.7945562327020392,-1.4973974472280942,-0.7425711525133675,-0.4462663485364962,-0.1819724833996005,-1.1371224844840964,4.736198448394496,0,4.330733340286331
carretera de cadiz,0,-0.7945562327020392,-0.48125855188022465,-1.3571437913508724,-0.4462663485364962,-0.3015019543862225,1.5659401123694134,2.5649493574615367,0,4.653960350157523
lista,0,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.2417372188929115,1.5659401123694134,3.6109179126442243,0,4.836281906951478
museo,0,-0.7945562327020392,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,-0.2417372188929115,-0.3362150483793528,3.58351893845611,0,4.3694478524670215
embajadores,2,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.3015019543862225,-0.3362150483793528,0.0,0,4.1588830833596715
orcasur,0,-0.7945562327020392,-1.4973974472280942,-0.7425711525133675,-0.4462663485364962,-0.12220774790628951,-0.3362150483793528,2.302585092994046,0,4.51085950651685
centro,0,-0.7945562327020392,-1.4973974472280942,-0.12799851367586254,-0.4462663485364962,-0.3015019543862225,-0.3362150483793528,3.970291913552122,0,4.406719247264253
carretera de cadiz,2,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.3015019543862225,-0.3362150483793528,5.402677381872279,0,3.367295829986474
justicia,0,-0.7945562327020392,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,-0.1819724833996005,-0.9494098041470471,4.8283137373023015,0,4.867534450455582
san bartolomé,0,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.3015019543862225,1.5659401123694134,2.1972245773362196,0,4.997212273764115
centro,2,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.1819724833996005,-1.1971905421919522,6.0063531596017325,0,3.6109179126442243
jerónimos,0,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.1819724833996005,-0.3362150483793528,2.0794415416798357,0,5.135798437050262
sol,0,-0.7945562327020392,-1.4973974472280942,-0.7425711525133675,-0.4462663485364962,-0.3015019543862225,1.5659401123694134,4.897839799950911,0,4.77912349311153
jerónimos,0,-0.7945562327020392,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,-0.3015019543862225,1.5659401123694134,3.367295829986474,0,4.927253685157205
embajadores,0,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.2417372188929115,-0.3362150483793528,3.4011973816621555,0,4.77912349311153
ventas,0,-0.7945562327020392,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,0.5352043425201316,-0.3362150483793528,2.70805020110221,0,4.07753744390572
universidad,0,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.2417372188929115,-1.172162184813679,3.6635616461296463,0,4.3694478524670215
argüelles,2,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.3015019543862225,-0.3362150483793528,1.0986122886681098,0,4.204692619390966
san julián,0,-0.7945562327020392,-0.48125855188022465,-0.12799851367586254,0.2880454242334622,1.3121459039331747,-1.0244948762818669,3.784189633918261,0,4.276666119016055
justicia,0,-0.7945562327020392,-1.4973974472280942,-0.7425711525133675,-0.4462663485364962,-0.2417372188929115,-0.3362150483793528,4.248495242049359,0,4.532599493153256
embajadores,0,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.1819724833996005,1.5659401123694134,5.1298987149230735,0,4.465908118654584
embajadores,2,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.1819724833996005,-0.3362150483793528,3.1354942159291497,0,4.23410650459726
san lorenzo,0,-0.7945562327020392,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,-0.3015019543862225,-0.3362150483793528,1.0986122886681098,0,4.990432586778736
goya,0,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,1.4316753749197966,-0.3362150483793528,0.6931471805599453,0,4.927253685157205
valdefuentes,0,-0.7945562327020392,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,-0.2417372188929115,1.5659401123694134,4.605170185988092,0,4.867534450455582
justicia,0,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,0.8340280199866866,-0.42381429920330915,1.0986122886681098,0,3.9889840465642745
embajadores,0,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,1.1328516974532417,1.5659401123694134,3.6635616461296463,0,4.634728988229636
alfalfa,0,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.2417372188929115,-1.1746650205515063,5.808142489980444,0,4.465908118654584
hellín,2,-0.7945562327020392,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,-0.3015019543862225,-0.9994665189035936,1.3862943611198906,0,3.6635616461296463
san jerónimo,0,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.2417372188929115,-1.2372359139971894,6.2766434893416445,0,4.02535169073515
jerónimos,2,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.2417372188929115,0.5773199959276204,1.0986122886681098,0,5.420534999272286
pueblo nuevo,0,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.2417372188929115,-1.0995799484166866,3.295836866004329,0,4.532599493153256
arapiles,0,-0.7945562327020392,-1.4973974472280942,-0.7425711525133675,-0.4462663485364962,-0.3015019543862225,1.5659401123694134,2.6390573296152584,0,5.0106352940962555
santa cruz,0,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.3015019543862225,-0.3362150483793528,1.6094379124341003,0,4.912654885736052
palos de moguer,2,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.1819724833996005,1.5659401123694134,4.727387818712341,0,5.521460917862246
triana este,0,-0.7945562327020392,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,-0.3015019543862225,-1.1746650205515063,4.624972813284271,0,3.871201010907891
centro,0,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.3015019543862225,-0.3362150483793528,0.0,0,4.442651256490317
santa catalina,0,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.3015019543862225,1.5659401123694134,2.4849066497880004,0,4.927253685157205
cortes,0,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.3015019543862225,1.5659401123694134,4.430816798843313,0,4.820281565605037
cuatro caminos,0,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,1.3121459039331747,-0.3362150483793528,1.3862943611198906,0,4.8283137373023015
palacio,0,-0.7945562327020392,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,17.568153958113765,-0.49889937133812884,3.6635616461296463,0,4.204692619390966
niño jesús,0,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,1.4316753749197966,-0.3362150483793528,0.0,0,4.465908118654584
cortes,0,-0.7945562327020392,-1.4973974472280942,-0.7425711525133675,-0.4462663485364962,-0.0026782769196674904,-0.3362150483793528,4.060443010546419,0,4.07753744390572
"carretera de carmona, maría auxiliadora, fontanal",0,-0.7945562327020392,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,-0.2417372188929115,-0.3362150483793528,4.804021044733257,0,4.219507705176107
la buhaira,2,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,1.7566689697733788,-0.2417372188929115,1.5659401123694134,1.791759469228055,0,4.584967478670572
centro,0,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.2417372188929115,1.5659401123694134,3.367295829986474,0,4.77912349311153
san bartolomé,2,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.3015019543862225,-1.0995799484166866,5.19295685089021,0,3.7612001156935624
moscardó,0,-0.7945562327020392,-1.4973974472280942,-0.7425711525133675,-0.4462663485364962,-0.3015019543862225,1.5659401123694134,1.3862943611198906,0,4.382026634673881
carretera de cadiz,0,-0.7945562327020392,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,-0.3015019543862225,-0.3362150483793528,0.0,0,4.5217885770490405
centro,0,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.3015019543862225,1.5659401123694134,5.916202062607435,0,4.406719247264253
arenal,0,-0.7945562327020392,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,-0.3015019543862225,-1.1746650205515063,2.3978952727983707,0,4.859812404361672
centro,2,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.2417372188929115,1.5659401123694134,0.0,0,4.553876891600541
palacio,2,-0.7945562327020392,-0.48125855188022465,-0.12799851367586254,1.0223571970034204,-0.3015019543862225,-0.3362150483793528,0.0,0,4.7535901911063645
centro,0,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.3015019543862225,-0.3362150483793528,1.6094379124341003,0,4.543294782270004
san vicente,0,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.2417372188929115,-1.0370090549710036,6.226536669287466,0,4.61512051684126
gaztambide,0,-0.7945562327020392,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,-0.2417372188929115,-0.49889937133812884,3.7376696182833684,0,4.02535169073515
centro,2,-0.7945562327020392,-1.4973974472280942,-0.7425711525133675,-0.4462663485364962,-0.1819724833996005,-0.3362150483793528,3.58351893845611,0,3.4011973816621555
gaztambide,0,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,1.4316753749197966,-0.3362150483793528,0.0,0,4.174387269895637
el porvenir,0,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.2417372188929115,-0.3362150483793528,1.0986122886681098,0,4.727387818712341
centro,0,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.3015019543862225,-0.3362150483793528,2.1972245773362196,0,4.499809670330265
cortes,0,-0.7945562327020392,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,1.1328516974532417,-0.5489560860946753,2.3978952727983707,0,4.736198448394496
palos de moguer,0,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.2417372188929115,-1.1746650205515063,4.219507705176107,0,4.543294782270004
cruz de humilladero,0,-0.7945562327020392,0.534880343467645,-0.7425711525133675,-0.4462663485364962,-0.2417372188929115,-1.0244948762818669,1.6094379124341003,0,4.804021044733257
arapiles,0,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,6.810501569317787,-0.3362150483793528,2.5649493574615367,0,4.574710978503383
carretera de cadiz,0,-0.7945562327020392,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,-0.2417372188929115,1.5659401123694134,5.10594547390058,0,4.663439094112067
centro,0,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.3015019543862225,-0.3362150483793528,1.9459101490553132,0,4.983606621708336
centro,2,-0.7945562327020392,-0.48125855188022465,-0.12799851367586254,0.2880454242334622,-0.3015019543862225,1.5659401123694134,3.6888794541139363,0,4.0943445622221
opañel,0,-0.7945562327020392,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,-0.3015019543862225,-0.3362150483793528,0.0,0,4.74493212836325
justicia,0,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.2417372188929115,-0.3362150483793528,2.70805020110221,0,4.919980925828125
fontarrón,2,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,1.0223571970034204,-0.2417372188929115,-1.1746650205515063,3.6109179126442243,0,3.6888794541139363
justicia,2,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,1.7566689697733788,-0.12220774790628951,-0.3362150483793528,2.995732273553991,0,4.189654742026425
vista alegre,2,-0.7945562327020392,1.5510192388155146,-0.7425711525133675,-0.4462663485364962,-0.0624430124129785,-0.3362150483793528,4.499809670330265,0,3.2188758248682006
arcos,2,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,0.2880454242334622,-0.3015019543862225,-0.3362150483793528,3.4339872044851463,0,3.58351893845611
sol,0,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.1819724833996005,1.5659401123694134,4.276666119016055,0,4.709530201312334
alfalfa,2,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.3015019543862225,-0.3362150483793528,1.791759469228055,0,4.30406509320417
cruz de humilladero,0,-0.7945562327020392,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,-0.2417372188929115,1.5659401123694134,3.1780538303479458,0,4.430816798843313
cuatro caminos,0,-0.7945562327020392,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,1.3121459039331747,-0.49889937133812884,4.59511985013459,0,4.477336814478207
bellas vistas,0,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.3015019543862225,-0.3362150483793528,1.9459101490553132,0,4.77912349311153
centro,0,-0.7945562327020392,-0.48125855188022465,-1.3571437913508724,-0.4462663485364962,-0.2417372188929115,-0.3362150483793528,3.295836866004329,0,4.442651256490317
portazgo,2,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,1.4316753749197966,1.5659401123694134,0.0,0,3.2188758248682006
universidad,0,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.1819724833996005,-1.0870657697275499,4.04305126783455,0,4.5217885770490405
adelfas,0,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,1.4316753749197966,-0.41130012051417253,0.0,0,4.48863636973214
centro,0,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.3015019543862225,-0.3362150483793528,2.4849066497880004,0,4.68213122712422
pueblo nuevo,2,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.3015019543862225,-0.3362150483793528,2.1972245773362196,0,4.174387269895637
santa cruz,0,-0.7945562327020392,-1.4973974472280942,-0.7425711525133675,-0.4462663485364962,-0.2417372188929115,-1.102082784154514,5.1647859739235145,0,4.672828834461906
centro,0,-0.7945562327020392,-1.4973974472280942,-0.7425711525133675,-0.4462663485364962,-0.2417372188929115,-1.0995799484166866,2.5649493574615367,0,4.343805421853684
adelfas,0,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.3015019543862225,-0.3362150483793528,0.0,0,4.672828834461906
santa cruz,2,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.0624430124129785,-0.3362150483793528,0.6931471805599453,0,4.127134385045092
ventas,0,-0.7945562327020392,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,-0.2417372188929115,-1.0244948762818669,4.189654742026425,0,4.727387818712341
trafalgar,0,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.2417372188929115,-0.3362150483793528,3.8918202981106265,0,4.787491742782046
trafalgar,0,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.0624430124129785,-0.3362150483793528,3.1354942159291497,0,4.787491742782046
universidad,0,-0.7945562327020392,-1.4973974472280942,-0.7425711525133675,-0.4462663485364962,-0.1819724833996005,1.5659401123694134,6.037870919922137,0,4.406719247264253
san isidro,0,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.2417372188929115,-0.3362150483793528,4.912654885736052,0,4.330733340286331
san diego,0,-0.7945562327020392,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,-0.3015019543862225,0.5773199959276204,3.970291913552122,0,4.499809670330265
universidad,0,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.2417372188929115,1.5659401123694134,5.3230099791384085,0,5.267858159063328
almendrales,2,-0.7945562327020392,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,-0.3015019543862225,-0.3362150483793528,1.6094379124341003,0,4.007333185232471
san diego,0,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.3015019543862225,-0.3362150483793528,3.6109179126442243,0,4.672828834461906
castillejos,0,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,1.4316753749197966,-0.3362150483793528,0.0,0,4.859812404361672
ciudad jardín,0,-0.7945562327020392,-1.4973974472280942,-0.7425711525133675,-0.4462663485364962,-0.3015019543862225,-0.3362150483793528,3.7376696182833684,0,4.356708826689592
bailen-miraflores,2,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.3015019543862225,-1.212207556618916,6.410174881966167,0,3.4011973816621555
embajadores,2,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.1819724833996005,-1.1746650205515063,5.4116460518550396,0,4.787491742782046
centro,2,-0.7945562327020392,-0.48125855188022465,-0.12799851367586254,-1.1805781213064546,-0.3015019543862225,-0.3362150483793528,3.044522437723423,0,3.2188758248682006
castilla,0,-0.7945562327020392,-1.4973974472280942,-0.7425711525133675,-0.4462663485364962,1.4316753749197966,-0.3362150483793528,0.6931471805599453,0,4.442651256490317
santa catalina,2,-0.7945562327020392,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,-0.3015019543862225,1.5659401123694134,6.22455842927536,0,4.1588830833596715
universidad,0,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.3015019543862225,-0.7992396598774077,4.605170185988092,0,4.700480365792417
chopera,2,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,1.0223571970034204,-0.2417372188929115,-0.3362150483793528,3.1780538303479458,0,3.5263605246161616
recoletos,2,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.3015019543862225,-0.3362150483793528,0.0,0,5.655991810819852
san bartolomé,2,-0.7945562327020392,-0.48125855188022465,1.1011467639991472,-0.4462663485364962,-0.2417372188929115,1.5659401123694134,3.4011973816621555,0,5.017279836814924
palos de moguer,0,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.12220774790628951,-1.0244948762818669,3.5553480614894135,0,4.605170185988092
san lorenzo,0,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.1819724833996005,-1.1746650205515063,4.634728988229636,0,4.382026634673881
carretera de cadiz,2,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-1.1805781213064546,-0.3015019543862225,-1.1746650205515063,3.4011973816621555,0,3.9318256327243257
peñagrande,2,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.3015019543862225,-0.3362150483793528,1.3862943611198906,0,3.9318256327243257
centro,0,-0.7945562327020392,-1.4973974472280942,-0.7425711525133675,-0.4462663485364962,-0.3015019543862225,-0.3362150483793528,3.713572066704308,0,4.465908118654584
san diego,0,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.2417372188929115,-1.1746650205515063,5.8998973535824915,0,4.290459441148391
aguilas,2,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-1.1805781213064546,-0.3015019543862225,-0.3362150483793528,0.0,0,3.871201010907891
arcos,2,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,0.8340280199866866,0.5773199959276204,0.6931471805599453,0,3.5263605246161616
arenal,0,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.3015019543862225,-0.3362150483793528,2.5649493574615367,0,4.77912349311153
concepción,2,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.3015019543862225,-0.3362150483793528,1.6094379124341003,0,4.6913478822291435
palos de moguer,2,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-1.1805781213064546,-0.3015019543862225,-0.3362150483793528,2.8903717578961645,0,3.9889840465642745
puerta del angel,2,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,1.0223571970034204,-0.3015019543862225,-1.2147103923567435,4.955827057601261,0,4.0943445622221
museo,0,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.2417372188929115,-1.102082784154514,4.143134726391533,0,4.430816798843313
prosperidad,0,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.2417372188929115,-1.2297274067837074,1.791759469228055,0,4.1588830833596715
triana casco antiguo,0,-0.7945562327020392,-1.4973974472280942,-0.12799851367586254,-0.4462663485364962,-0.3015019543862225,-0.3362150483793528,2.1972245773362196,0,4.736198448394496
carretera de cadiz,2,-0.7945562327020392,-0.48125855188022465,-1.3571437913508724,-0.4462663485364962,-0.3015019543862225,-0.3362150483793528,4.736198448394496,0,3.295836866004329
bda. de pineda,0,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.2417372188929115,-0.3362150483793528,0.6931471805599453,0,4.820281565605037
este,2,-0.7945562327020392,-0.48125855188022465,0.4865741251616424,1.0223571970034204,-0.2417372188929115,-0.3362150483793528,2.8903717578961645,0,3.7376696182833684
almendrales,2,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.3015019543862225,-0.3362150483793528,0.0,0,3.4965075614664802
comillas,2,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.0624430124129785,-0.3362150483793528,4.48863636973214,0,4.007333185232471
palacio,2,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.2417372188929115,-0.3362150483793528,3.828641396489095,0,4.127134385045092
chopera,0,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,1.4316753749197966,-0.3362150483793528,0.6931471805599453,0,4.30406509320417
centro,0,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.3015019543862225,1.5659401123694134,0.0,0,4.6443908991413725
los remedios,0,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.3015019543862225,1.5659401123694134,0.6931471805599453,0,4.59511985013459
carretera de cadiz,2,-0.7945562327020392,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,-0.1819724833996005,-0.3362150483793528,2.995732273553991,0,4.174387269895637
fuente del berro,2,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.3015019543862225,-1.0995799484166866,4.174387269895637,0,3.871201010907891
trafalgar,2,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.3015019543862225,1.5659401123694134,2.4849066497880004,0,5.605802066295998
concepción,2,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-1.1805781213064546,-0.3015019543862225,1.5659401123694134,3.9889840465642745,0,4.0943445622221
este,0,-0.7945562327020392,-1.4973974472280942,-0.12799851367586254,-0.4462663485364962,-0.3015019543862225,-0.3362150483793528,2.8903717578961645,0,4.532599493153256
lucero,0,-0.7945562327020392,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,-0.3015019543862225,-0.3362150483793528,1.6094379124341003,0,4.330733340286331
simancas,2,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.3015019543862225,1.5659401123694134,4.330733340286331,0,3.4339872044851463
embajadores,2,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.12220774790628951,-1.1746650205515063,4.836281906951478,0,3.713572066704308
cortes,2,-0.7945562327020392,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,-0.3015019543862225,-0.3362150483793528,0.0,0,5.123963979403259
valdeacederas,0,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.3015019543862225,-0.3362150483793528,0.0,0,4.564348191467836
carretera de cadiz,2,-0.7945562327020392,-0.48125855188022465,-0.12799851367586254,-0.4462663485364962,-0.2417372188929115,-0.3362150483793528,2.995732273553991,0,3.4657359027997265
centro,2,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,-0.3015019543862225,-0.3362150483793528,1.3862943611198906,0,4.983606621708336
este,0,-0.7945562327020392,-1.4973974472280942,-0.7425711525133675,-0.4462663485364962,0.057086458573643514,-1.172162184813679,3.5553480614894135,0,4.143134726391533
ibiza,0,-0.7945562327020392,-1.4973974472280942,-0.7425711525133675,-0.4462663485364962,-0.1819724833996005,-0.3362150483793528,3.044522437723423,0,4.1588830833596715
palacio,0,-0.7945562327020392,-0.48125855188022465,-0.7425711525133675,-0.4462663485364962,1.4316753749197966,1.5659401123694134,0.0,0,5.181783550292085
cortes,0,-0.7945562327020392,-1.4973974472280942,-0.7425711525133675,-0.4462663485364962,1.4316753749197966,-0.3362150483793528,0.0,0,3.9889840465642745
